49.000000	 2.000000	 1 	0 	0.100000 	 0.100000
52.082031	 6.000000	 2 	0 	0.100000 	 0.100000
33.283203	 12.000000	 3 	1 	0.100000 	 0.100000
38.367188	 19.160156	 4 	2 	0.100000 	 0.100000
33.072266	 71.648438	 5 	3 	0.100000 	 0.100000
35.603516	 50.152344	 4 	1 	0.100000 	 0.100000
77.230469	 53.576172	 3 	2 	0.100000 	 0.100000
65.992188	 56.410156	 3 	3 	0.100000 	 0.100000
36.564453	 60.832031	 2 	4 	0.100000 	 0.100000
25.468750	 70.291016	 3 	5 	0.100000 	 0.100000
20.000000	 79.876953	 1 	6 	0.100000 	 0.100000
30.000000	 132.591797	 2 	7 	0.100000 	 0.100000
28.832031	 134.585938	 3 	8 	0.100000 	 0.100000
63.931641	 123.388672	 2 	9 	0.100000 	 0.100000
64.921875	 103.000000	 3 	8 	0.100000 	 0.100000
64.498047	 106.076172	 4 	8 	0.100000 	 0.100000
63.210938	 98.947266	 3 	7 	0.100000 	 0.100000
70.583984	 100.820312	 4 	7 	0.100000 	 0.100000
74.974609	 138.611328	 5 	7 	0.100000 	 0.100000
83.171875	 131.275391	 6 	8 	0.100000 	 0.100000
135.945312	 133.378906	 7 	9 	0.100000 	 0.100000
137.462891	 126.125000	 8 	10 	0.100000 	 0.100000
133.228516	 115.242188	 9 	11 	0.100000 	 0.100000
128.501953	 124.742188	 10 	12 	0.100000 	 0.100000
115.613281	 134.701172	 11 	13 	0.100000 	 0.100000
116.125000	 186.308594	 9 	14 	0.100000 	 0.100000
124.748047	 185.007812	 10 	13 	0.100000 	 0.100000
177.382812	 179.083984	 11 	12 	0.100000 	 0.100000
170.542969	 183.566406	 11 	13 	0.100000 	 0.100000
168.250000	 189.214844	 11 	14 	0.100000 	 0.100000
172.529297	 188.652344	 12 	14 	0.100000 	 0.100000
132.533203	 183.593750	 11 	13 	0.100000 	 0.100000
134.439453	 236.160156	 12 	14 	0.100000 	 0.100000
143.667969	 227.365234	 13 	15 	0.100000 	 0.100000
193.863281	 231.085938	 14 	16 	0.100000 	 0.100000
191.736328	 236.117188	 15 	17 	0.100000 	 0.100000
186.560547	 235.796875	 14 	18 	0.100000 	 0.100000
166.794922	 244.923828	 11 	19 	0.100000 	 0.100000
174.046875	 250.404297	 12 	20 	0.100000 	 0.100000
175.718750	 283.335938	 12 	21 	0.100000 	 0.100000
172.130859	 283.873047	 13 	22 	0.100000 	 0.100000
197.486328	 282.695312	 14 	21 	0.100000 	 0.100000
181.564453	 266.275391	 12 	19 	0.100000 	 0.100000
164.189453	 272.804688	 11 	20 	0.100000 	 0.100000
155.492188	 280.753906	 10 	21 	0.100000 	 0.100000
136.974609	 273.476562	 11 	20 	0.100000 	 0.100000
144.236328	 319.021484	 12 	21 	0.100000 	 0.100000
150.845703	 320.970703	 13 	22 	0.100000 	 0.100000
157.615234	 320.212891	 9 	23 	0.100000 	 0.100000
148.564453	 322.544922	 9 	24 	0.100000 	 0.100000
146.539062	 321.078125	 9 	25 	0.100000 	 0.100000
152.412109	 323.062500	 10 	26 	0.100000 	 0.100000
147.826172	 332.640625	 11 	27 	0.100000 	 0.100000
157.689453	 379.466797	 12 	28 	0.100000 	 0.100000
156.583984	 372.300781	 13 	28 	0.100000 	 0.100000
200.615234	 375.835938	 14 	28 	0.100000 	 0.100000
192.767578	 372.906250	 15 	28 	0.100000 	 0.100000
180.707031	 359.595703	 13 	26 	0.100000 	 0.100000
176.820312	 358.363281	 12 	26 	0.100000 	 0.100000
182.419922	 355.216797	 13 	27 	0.100000 	 0.100000
189.322266	 407.263672	 14 	28 	0.100000 	 0.100000
183.904297	 405.302734	 13 	29 	0.100000 	 0.100000
234.609375	 402.177734	 14 	30 	0.100000 	 0.100000
219.394531	 406.746094	 15 	31 	0.100000 	 0.100000
203.708984	 371.111328	 16 	27 	0.100000 	 0.100000
203.734375	 373.406250	 17 	28 	0.100000 	 0.100000
209.998047	 380.849609	 18 	28 	0.100000 	 0.100000
213.820312	 425.818359	 17 	29 	0.100000 	 0.100000
219.140625	 418.123047	 17 	29 	0.100000 	 0.100000
269.507812	 413.224609	 18 	30 	0.100000 	 0.100000
271.244141	 413.816406	 19 	31 	0.100000 	 0.100000
274.001953	 407.675781	 20 	32 	0.100000 	 0.100000
278.156250	 367.365234	 20 	27 	0.100000 	 0.100000
266.535156	 373.632812	 19 	28 	0.100000 	 0.100000
209.339844	 404.230469	 16 	28 	0.100000 	 0.100000
191.455078	 404.259766	 14 	29 	0.100000 	 0.100000
228.900391	 406.824219	 14 	30 	0.100000 	 0.100000
